X	Y
2.009277e-01	9.688523e-01
2.011719e-01	9.688782e-01
2.014160e-01	9.689042e-01
2.016602e-01	9.689304e-01
2.019043e-01	9.689567e-01
2.021484e-01	9.689832e-01
2.023926e-01	9.690099e-01
2.026367e-01	9.690367e-01
2.028809e-01	9.690636e-01
2.031250e-01	9.690907e-01
2.033691e-01	9.691179e-01
2.036133e-01	9.691453e-01
2.038574e-01	9.691729e-01
2.041016e-01	9.692006e-01
2.043457e-01	9.692285e-01
2.045898e-01	9.692565e-01
2.048340e-01	9.692846e-01
2.050781e-01	9.693129e-01
2.053223e-01	9.693414e-01
2.055664e-01	9.693700e-01
2.058105e-01	9.693988e-01
2.060547e-01	9.694277e-01
2.062988e-01	9.694568e-01
2.065430e-01	9.694860e-01
2.067871e-01	9.695154e-01
2.070312e-01	9.695449e-01
2.072754e-01	9.695746e-01
2.075195e-01	9.696044e-01
2.077637e-01	9.696344e-01
2.080078e-01	9.696645e-01
2.082520e-01	9.696948e-01
2.084961e-01	9.697253e-01
2.087402e-01	9.697559e-01
2.089844e-01	9.697866e-01
2.092285e-01	9.698175e-01
2.094727e-01	9.698485e-01
2.097168e-01	9.698797e-01
2.099609e-01	9.699111e-01
2.102051e-01	9.699426e-01
2.104492e-01	9.699742e-01
2.106934e-01	9.700061e-01
2.109375e-01	9.700380e-01
2.111816e-01	9.700701e-01
2.114258e-01	9.701024e-01
2.116699e-01	9.701348e-01
2.119141e-01	9.701674e-01
2.121582e-01	9.702001e-01
2.124023e-01	9.702330e-01
2.126465e-01	9.702660e-01
2.128906e-01	9.702991e-01
